x;y;z;
-0.077; 0.956;-0.929;
-0.076; 0.765; 0.574;
-0.076; 0.765; 0.574;
-0.669; 0.974;-0.234;
-0.669; 0.974;-0.234;
-0.607; 0.859; 0.553;
 0.992; 0.794;-0.304;
 0.992; 0.794;-0.304;
 0.897; 0.218; 0.561;
 0.956; 0.948;-0.344;
 0.956; 0.948;-0.344;
 0.139; 0.755; 0.877;
 0.004; 0.717; 0.137;
 0.004; 0.717; 0.137;
-0.710; 0.838;-0.534;
-0.111; 0.838;-0.788;
-0.111; 0.838;-0.788;
 0.461; 0.892; 0.037;
 0.461; 0.892; 0.037;
-0.696; 0.974;-0.183;
 0.520; 0.882;-0.168;
 0.520; 0.882;-0.168;
 0.841; 0.949; 0.551;
-0.522; 0.647; 0.756;
-0.522; 0.647; 0.756;
 0.691; 0.439; 0.911;
 0.691; 0.439; 0.911;
-0.193; 0.833; 0.805;
-0.865; 0.890; 0.198;
-0.865; 0.890; 0.198;
 0.042; 0.775; 0.106;
 0.811; 0.557; 0.864;
 0.811; 0.557; 0.864;
 0.769; 0.838; 0.258;
 0.769; 0.838; 0.258;
 0.998; 0.317; 0.852;
-0.211; 0.997; 0.090;
-0.211; 0.997; 0.090;
 0.927; 0.087; 0.415;
 0.927; 0.087; 0.415;
-0.109; 0.388; 0.480;
-0.405; 0.188; 0.991;
-0.405; 0.188; 0.991;
-0.437; 0.823; 0.197;
-0.869; 0.814; 0.431;
-0.869; 0.814; 0.431;
-0.218; 0.937;-0.093;
-0.624; 0.911; 0.174;
-0.624; 0.911; 0.174;
-0.243; 0.942; 0.042;
-0.204; 0.996; 0.136;
-0.204; 0.996; 0.136;
 0.625; 0.980; 0.000;
-0.330; 0.751; 0.189;
-0.330; 0.751; 0.189;
 0.841; 0.962; 0.210;
-0.074; 0.974;-0.704;
-0.074; 0.974;-0.704;
-0.566; 0.977;-0.353;
-0.929; 0.687; 0.559;
-0.929; 0.687; 0.559;
-0.099; 0.819;-0.890;
-0.043; 0.586; 0.845;
-0.043; 0.586; 0.845;
 0.517; 0.979;-0.365;
-0.466; 0.968; 0.636;
-0.466; 0.968; 0.636;
-0.658; 0.658; 0.989;
-0.658; 0.658; 0.989;
-0.420; 0.854; 0.648;
 0.310; 0.723; 0.344;
 0.310; 0.723; 0.344;
-0.440; 0.989; 0.110;
 0.107; 0.873; 0.579;
 0.107; 0.873; 0.579;
 0.181; 0.915; 0.536;
 0.181; 0.915; 0.536;
 0.105; 0.579;-0.686;
 0.419; 0.892;-0.344;
 0.419; 0.892;-0.344;
 0.865; 0.949;-0.511;
 0.865; 0.949;-0.511;
 0.370; 0.987;-0.342;
-0.574; 0.760;-0.504;
-0.574; 0.760;-0.504;
 0.492; 0.780; 0.453;
-0.148; 0.356;-0.596;
-0.148; 0.356;-0.596;
 0.491; 0.987; 0.000;
 0.491; 0.987; 0.000;
 0.299; 0.867; 0.594;
 0.120; 0.829; 0.250;
 0.120; 0.829; 0.250;
 0.444; 0.892;-0.218;
 0.100; 0.901;-0.393;
 0.100; 0.901;-0.393;
 0.664; 0.852;-0.404;
 0.686; 0.738;-0.560;
 0.686; 0.738;-0.560;
-0.091; 0.653;-0.607;
 0.550; 0.735; 0.679;
 0.550; 0.735; 0.679;
 0.525; 0.191; 0.022;
 0.525; 0.191; 0.022;
 0.548; 0.816; 0.114;
 0.091; 0.873; 0.584;
 0.091; 0.873; 0.584;
-0.206; 0.925; 0.175;
 0.189; 0.993;-0.315;
-0.634; 0.845; 0.622;
-0.634; 0.845; 0.622;
-0.933; 0.711; 0.452;
-0.307; 0.689; 0.887;
-0.307; 0.689; 0.887;
-0.311; 0.986; 0.414;
-0.311; 0.986; 0.414;
-0.889; 0.862;-0.392;
-0.630; 0.960;-0.630;
-0.630; 0.960;-0.630;
-0.547; 0.810; 0.859;
-0.620; 0.965; 0.542;
-0.620; 0.965; 0.542;
-0.241; 0.996; 0.080;
 0.192; 0.987;-0.462;
 0.192; 0.987;-0.462;
 0.263; 0.899;-0.392;
 0.263; 0.899;-0.392;
 0.000; 0.993;-0.363;
-0.556; 0.984;-0.074;
-0.556; 0.984;-0.074;
-0.292; 0.966;-0.766;
-0.568; 0.965;-0.606;
-0.568; 0.965;-0.606;
-0.289; 0.995; 0.108;
 0.037; 0.999; 0.000;
 0.037; 0.999; 0.000;
-0.901; 0.918;-0.901;
 0.067; 0.958;-0.908;
 0.067; 0.958;-0.908;
 0.279; 0.937; 0.084;
-0.204; 0.996; 0.170;
-0.204; 0.996; 0.170;
-0.614; 0.979;-0.191;
-0.043; 0.999; 0.000;
-0.043; 0.999; 0.000;
-0.129; 0.995; 0.258;
 0.241; 0.962; 0.827;
 0.241; 0.962; 0.827;
 0.565; 0.839;-0.695;
 0.565; 0.839;-0.695;
 0.449; 0.618; 0.696;
-0.823; 0.965; 0.129;
-0.823; 0.965; 0.129;
-0.114; 0.980;-0.609;
-0.070; 0.989;-0.460;
-0.070; 0.989;-0.460;
-0.246; 0.974;-0.669;
-0.228; 0.944; 0.028;
-0.228; 0.944; 0.028;
 0.093; 0.672;-0.535;
-0.891; 0.913;-0.965;
-0.891; 0.913;-0.965;
-0.399; 0.730;-0.271;
-0.716; 0.723; 0.223;
-0.716; 0.723; 0.223;
-0.441; 0.858; 0.851;
-0.441; 0.858; 0.851;
 0.703; 0.475;-0.117;
-0.985; 0.943;-0.388;
-0.985; 0.943;-0.388;
 0.312; 0.384; 0.440;
 0.312; 0.384; 0.440;
-0.041; 0.983;-0.575;
 0.820; 0.965; 0.078;
 0.820; 0.965; 0.078;
-0.458; 0.940; 0.987;
 0.912; 0.958;-0.041;
 0.912; 0.958;-0.041;
-0.322; 0.882;-0.765;
-0.322; 0.882;-0.765;
-0.597; 0.783; 0.979;
 0.035; 0.972; 0.737;
 0.035; 0.972; 0.737;
-0.018; 0.417; 0.690;
-0.018; 0.417; 0.690;
 0.998; 0.772; 0.703;
 0.508; 0.823;-0.800;
 0.508; 0.823;-0.800;
 0.632; 0.673;-0.907;
-0.043; 0.876;-0.566;
-0.043; 0.876;-0.566;
 0.545; 0.739;-0.661;
 0.424; 0.984;-0.346;
 0.424; 0.984;-0.346;
-0.549; 0.967;-0.591;
 0.804; 0.967; 0.057;
 0.784; 0.833; 0.341;
 0.784; 0.833; 0.341;
 0.447; 0.874; 0.638;
 0.447; 0.874; 0.638;
 0.190; 0.966;-0.798;
-0.928; 0.922;-0.820;
-0.928; 0.922;-0.820;
-0.193; 0.944; 0.033;
-0.625; 0.574; 0.196;
-0.625; 0.574; 0.196;
-0.551; 0.974; 0.451;
-0.658; 0.953;-0.697;
-0.658; 0.953;-0.697;
 0.687; 0.926; 0.995;
-0.607; 0.858;-0.465;
-0.607; 0.858;-0.465;
-0.233; 0.803; 0.960;
-0.233; 0.803; 0.960;
-0.013; 0.088;-0.136;
 0.604; 0.876;-0.082;
 0.604; 0.876;-0.082;
 0.838; 0.824; 0.301;
 0.481; 0.711; 0.869;
 0.481; 0.711; 0.869;
 0.161; 0.711; 0.012;
 0.161; 0.711; 0.012;
-0.924; 0.935;-0.654;
-0.934; 0.189; 0.831;
-0.934; 0.189; 0.831;
-0.354; 0.318; 0.758;
-0.354; 0.318; 0.758;
-0.164; 0.757;-0.314;
-0.224; 0.912;-0.300;
-0.224; 0.912;-0.300;
-0.332; 0.918;-0.231;
-0.718; 0.842; 0.616;
-0.718; 0.842; 0.616;
 0.561; 0.956; 0.749;
 0.561; 0.956; 0.749;
-0.055; 0.903;-0.383;
 0.253; 0.985;-0.470;
 0.253; 0.985;-0.470;
 0.636; 0.916; 0.122;
-0.444; 0.895; 0.546;
-0.444; 0.895; 0.546;
 0.307; 0.862; 0.008;
-0.590; 0.921; 0.106;
-0.590; 0.921; 0.106;
-0.160; 0.610; 0.507;
 0.436; 0.987; 0.242;
 0.436; 0.987; 0.242;
 0.201; 0.940; 0.074;
 0.201; 0.940; 0.074;
 0.107; 0.873;-0.138;
 0.336; 0.912;-0.276;
 0.336; 0.912;-0.276;
 0.266; 0.715; 0.351;
-0.489; 0.873;-0.509;
-0.765; 0.911; 0.087;
-0.765; 0.911; 0.087;
 0.583; 0.878; 0.436;
-0.066; 0.853;-0.703;
-0.066; 0.853;-0.703;
-0.835; 0.870;-0.366;
-0.835; 0.870;-0.366;
-0.667; 0.819; 0.770;
-0.087; 0.895; 0.438;
-0.087; 0.895; 0.438;
 0.477; 0.955;-0.818;
 0.919; 0.834;-0.562;
 0.919; 0.834;-0.562;
 0.269; 0.913;-0.327;
 0.269; 0.913;-0.327;
-0.734; 0.595;-0.068;
-0.899; 0.399;-0.368;
-0.899; 0.399;-0.368;
-0.498; 0.324; 0.610;
-0.863; 0.814; 0.456;
-0.863; 0.814; 0.456;
-0.086; 0.801; 0.745;
-0.667; 0.969; 0.400;
-0.667; 0.969; 0.400;
 0.982; 0.924;-0.729;
 0.933; 0.194;-0.424;
 0.933; 0.194;-0.424;
 0.133; 0.963; 0.845;
 0.133; 0.963; 0.845;
 0.266; 0.844;-0.735;
 0.174; 0.711;-0.075;
 0.174; 0.711;-0.075;
 0.055; 0.926;-0.586;
 0.979; 0.862;-0.327;
 0.979; 0.862;-0.327;
 0.213; 0.740; 0.479;
 0.151; 0.454;-0.822;
 0.151; 0.454;-0.822;
 0.241; 0.055; 0.960;
 0.241; 0.055; 0.960;
 0.165; 0.081; 0.409;
-0.711; 0.654; 0.257;
-0.711; 0.654; 0.257;
 0.356; 0.655; 0.101;
 0.182; 0.890; 0.421;
 0.182; 0.890; 0.421;
-0.918; 0.978; 0.485;
-0.299; 0.012; 0.671;
-0.299; 0.012; 0.671;
-0.878; 0.812; 0.718;
-0.878; 0.812; 0.718;
-0.237; 0.509; 0.752;
-0.793; 0.770;-0.305;
-0.793; 0.770;-0.305;
 0.427; 0.983; 0.373;
-0.614; 0.964;-0.580;
-0.614; 0.964;-0.580;
 0.264; 0.863;-0.625;
-0.445; 0.874;-0.642;
-0.445; 0.874;-0.642;
-0.034; 0.867; 0.249;
-0.039; 0.605; 0.580;
-0.039; 0.605; 0.580;
-0.512; 0.504;-0.715;
 0.200; 0.594; 0.810;
 0.200; 0.594; 0.810;
-0.702; 0.725; 0.117;
 0.369; 0.657; 0.991;
 0.369; 0.657; 0.991;
 0.185; 0.056; 0.625;
 0.396; 0.359; 0.933;
 0.396; 0.359; 0.933;
 0.966; 0.628;-0.849;
 0.844; 0.824;-0.283;
 0.844; 0.824;-0.283;
 0.136; 0.478;-0.563;
 0.604; 0.160;-0.004;
 0.604; 0.160;-0.004;
 0.295; 0.118; 0.830;
 0.295; 0.118; 0.830;
 0.034; 0.983; 0.581;
-0.809; 0.122; 0.016;
-0.809; 0.122; 0.016;
-0.253; 0.996; 0.036;
 0.718; 0.957;-0.575;
 0.718; 0.957;-0.575;
 0.057; 0.933;-0.453;
 0.057; 0.933;-0.453;
-0.186; 0.961;-0.858;
 0.402; 0.595;-0.784;
 0.402; 0.595;-0.784;
 0.600; 0.245;-0.244;
 0.600; 0.245;-0.244;
 0.704; 0.658; 0.704;
 0.479; 0.167; 0.651;
 0.479; 0.167; 0.651;
 0.854; 0.809; 0.273;
-0.923; 0.803; 0.336;
-0.923; 0.803; 0.336;
-0.861; 0.906; 0.057;
-0.861; 0.906; 0.057;
-0.872; 0.202; 0.941;
-0.096; 0.795; 0.277;
-0.096; 0.795; 0.277;
-0.523; 0.120;-0.854;
 0.433; 0.870; 0.716;
 0.433; 0.870; 0.716;
-0.058; 0.519;-0.171;
-0.640; 0.971; 0.400;
-0.640; 0.971; 0.400;
 0.698; 0.960;-0.551;
-0.306; 0.985; 0.443;
-0.306; 0.985; 0.443;
 0.368; 0.992;-0.147;
 0.368; 0.992;-0.147;
-0.195; 0.924;-0.289;
-0.795; 0.947;-0.651;
-0.220; 0.992;-0.315;
-0.220; 0.992;-0.315;
-0.651; 0.734; 0.582;
-0.916; 0.653;-0.771;
-0.916; 0.653;-0.771;
-0.845; 0.728;-0.153;
-0.501; 0.539; 0.946;
-0.501; 0.539; 0.946;
 0.755; 0.379;-0.105;
 0.755; 0.379;-0.105;
 0.562; 0.706;-0.828;
 0.531; 0.603; 0.737;
 0.531; 0.603; 0.737;
 0.728; 0.933;-0.893;
 0.756; 0.970;-0.098;
 0.756; 0.970;-0.098;
-0.158; 0.921; 0.240;
 0.153; 0.997; 0.153;
 0.153; 0.997; 0.153;
-0.442; 0.684; 0.451;
-0.442; 0.684; 0.451;
-0.273; 0.099; 0.138;
-0.327; 0.538; 0.985;
-0.327; 0.538; 0.985;
-0.517; 0.282; 0.395;
-0.562; 0.007; 0.306;
-0.562; 0.007; 0.306;
 0.362; 0.482; 0.282;
-0.378; 0.316; 0.378;
-0.378; 0.316; 0.378;
 0.314; 0.189; 0.139;
 0.314; 0.189; 0.139;
 0.372; 0.365; 0.580;
-0.934; 0.834; 0.653;
-0.934; 0.834; 0.653;
 0.653; 0.843;-0.369;
 0.525; 0.770;-0.484;
 0.525; 0.770;-0.484;
-0.470; 0.319;-0.313;
-0.470; 0.319;-0.313;
 0.350; 0.902;-0.349;
 0.460; 0.666; 0.771;
 0.460; 0.666; 0.771;
 0.456; 0.218;-0.905;
 0.456; 0.218;-0.905;
-0.416; 0.082;-0.163;
-0.496; 0.210;-0.981;
-0.496; 0.210;-0.981;
-0.373; 0.731;-0.676;
 0.000; 0.118;-0.105;
 0.000; 0.118;-0.105;
-0.540; 0.231;-0.244;
 0.947; 0.520;-0.522;
 0.947; 0.520;-0.522;
-0.545; 0.458;-0.201;
-0.545; 0.458;-0.201;
-0.170; 0.983;-0.389;
 0.412; 0.006;-0.326;
 0.412; 0.006;-0.326;
-0.317; 0.780;-0.187;
-0.317; 0.780;-0.187;
-0.211; 0.896;-0.403;
-0.333; 0.643;-0.454;
-0.333; 0.643;-0.454;
 0.128; 0.681;-0.401;
-0.655; 0.429;-0.695;
-0.655; 0.429;-0.695;
-0.793; 0.834;-0.552;
-0.793; 0.834;-0.552;
 0.800; 0.760; 0.966;
 0.980; 0.376;-0.334;
 0.980; 0.376;-0.334;
-0.083; 0.250; 0.639;
-0.384; 0.710; 0.098;
-0.384; 0.710; 0.098;
 0.728; 0.223; 0.420;
 0.443; 0.812; 0.705;
 0.443; 0.812; 0.705;
 0.031; 0.750; 0.774;
 0.031; 0.750; 0.774;
-0.031; 0.271; 0.620;
-0.649; 0.529; 0.959;
-0.649; 0.529; 0.959;
 0.373; 0.374; 0.743;
-0.833; 0.920; 0.442;
-0.833; 0.920; 0.442;
-0.488; 0.104; 0.107;
 0.989; 0.793; 0.658;
 0.989; 0.793; 0.658;
 0.650; 0.925; 0.462;
-0.198; 0.926; 0.149;
-0.198; 0.926; 0.149;
 0.889; 0.745; 0.262;
-0.730; 0.624; 0.496;
-0.730; 0.624; 0.496;
 0.650; 0.081; 0.854;
 0.650; 0.081; 0.854;
-0.016; 0.051;-0.392;
-0.482; 0.685; 0.188;
-0.482; 0.685; 0.188;
-0.492; 0.699;-0.032;
-0.848; 0.875;-0.878;
-0.848; 0.875;-0.878;
-0.394; 0.585;-0.801;
-0.394; 0.585;-0.801;
-0.442; 0.350;-0.841;
-0.205; 0.698;-0.036;
-0.205; 0.698;-0.036;
 0.623; 0.642;-0.378;
-0.783; 0.761;-0.044;
-0.783; 0.761;-0.044;
 0.001; 0.554;-0.170;
 0.701; 0.864;-0.938;
 0.701; 0.864;-0.938;
 0.121; 0.400;-0.670;
 0.520; 0.298;-0.642;
 0.520; 0.298;-0.642;
 0.108; 0.944;-0.048;
 0.108; 0.944;-0.048;
-0.225; 0.872;-0.576;
-0.193; 0.709;-0.386;
-0.193; 0.709;-0.386;
-0.307; 0.431;-0.310;
-0.928; 0.063;-0.122;
-0.725; 0.010;-0.276;
-0.725; 0.010;-0.276;
 0.506; 0.973;-0.013;
 0.000; 0.499;-0.268;
 0.000; 0.499;-0.268;
 0.814; 0.939;-0.407;
 0.814; 0.939;-0.407;
 0.276; 0.130;-0.616;
-0.413; 0.103;-0.242;
-0.413; 0.103;-0.242;
-0.813; 0.450; 0.720;
 0.403; 0.104; 0.350;
 0.403; 0.104; 0.350;
-0.722; 0.651; 0.432;
-0.722; 0.651; 0.432;
-0.597; 0.973; 0.198;
-0.173; 0.141; 0.900;
-0.173; 0.141; 0.900;
 0.461; 0.390; 0.420;
 0.455; 0.975; 0.384;
 0.455; 0.975; 0.384;
 0.399; 0.991;-0.072;
-0.704; 0.736; 0.515;
-0.704; 0.736; 0.515;
 0.238; 0.737; 0.907;
 0.198; 0.923; 0.351;
 0.198; 0.923; 0.351;
-0.552; 0.811; 0.851;
-0.552; 0.811; 0.851;
 0.192; 0.024; 0.303;
-0.456; 0.827; 0.790;
-0.456; 0.827; 0.790;
-0.287; 0.964; 0.791;
 0.148; 0.971; 0.741;
-0.072; 0.999; 0.000;
-0.072; 0.999; 0.000;
 0.701; 0.359; 0.496;
 0.800; 0.951;-0.571;
 0.800; 0.951;-0.571;
-0.284; 0.927;-0.169;
-0.284; 0.927;-0.169;
-0.225; 0.996;-0.150;
 0.077; 0.959;-0.894;
 0.077; 0.959;-0.894;
 0.531; 0.981;-0.303;
 0.079; 0.938;-0.260;
 0.079; 0.938;-0.260;
-0.908; 0.952;-0.363;
 0.326; 0.985;-0.435;
 0.326; 0.985;-0.435;
-0.132; 0.931; 0.158;
-0.404; 0.869;-0.784;
-0.404; 0.869;-0.784;
 0.559; 0.909; 0.218;
 0.559; 0.909; 0.218;
-0.291; 0.877; 0.873;
-0.301; 0.061; 0.547;
-0.301; 0.061; 0.547;
 0.715; 0.836; 0.554;
 0.000; 0.991; 0.375;
 0.000; 0.991; 0.375;
 0.874; 0.961;-0.052;
 0.874; 0.961;-0.052;
-0.854; 0.397;-0.310;
-0.058; 0.631; 0.728;
-0.058; 0.631; 0.728;
-0.328; 0.994; 0.000;
-0.069; 0.881; 0.102;
-0.069; 0.881; 0.102;
-0.222; 0.549;-0.181;
-0.222; 0.549;-0.181;
 0.364; 0.933; 0.093;
-0.867; 0.068;-0.778;
-0.867; 0.068;-0.778;
-0.319; 0.988;-0.364;
-0.319; 0.988;-0.364;
-0.111; 0.997; 0.185;
-0.416; 0.987;-0.260;
-0.416; 0.987;-0.260;
 0.190; 0.962;-0.841;
 0.406; 0.630;-0.859;
 0.406; 0.630;-0.859;
 0.125; 0.253;-0.644;
 0.784; 0.963;-0.326;
 0.784; 0.963;-0.326;
 0.983; 0.735;-0.061;
 0.189; 0.698; 0.127;
 0.248; 0.728; 0.542;
 0.248; 0.728; 0.542;
 0.586; 0.871; 0.484;
 0.586; 0.871; 0.484;
-0.699; 0.052; 0.089;
-0.038; 0.889; 0.483;
-0.038; 0.889; 0.483;
 0.254; 0.927; 0.177;
 0.200; 0.479;-0.024;
 0.200; 0.479;-0.024;
 0.896; 0.193; 0.536;
 0.530; 0.940; 0.955;
 0.530; 0.940; 0.955;
 0.455; 0.343;-0.875;
 0.300; 0.140; 0.357;
 0.300; 0.140; 0.357;
 0.103; 0.558; 0.051;
 0.103; 0.558; 0.051;
 0.011; 0.787; 0.406;
 0.349; 0.553; 0.793;
 0.349; 0.553; 0.793;
 0.000; 0.892; 0.464;
 0.821; 0.000; 0.294;
 0.821; 0.000; 0.294;
-0.048; 0.583; 0.855;
-0.048; 0.583; 0.855;
-0.062; 0.195; 0.343;
-0.003; 0.460; 0.405;
-0.003; 0.460; 0.405;
-0.960; 0.935;-0.596;
-0.534; 0.981;-0.300;
-0.534; 0.981;-0.300;
-0.581; 0.923;-0.090;
 0.072; 0.990;-0.432;
 0.072; 0.990;-0.432;
-0.037; 0.998;-0.185;
-0.811; 0.951;-0.564;
-0.811; 0.951;-0.564;
-0.261; 0.984;-0.486;
-0.261; 0.984;-0.486;
-0.180; 0.993;-0.324;
 0.190; 0.995;-0.228;
 0.190; 0.995;-0.228;
-0.109; 0.999;-0.073;
-0.111; 0.998;-0.111;
-0.111; 0.998;-0.111;
 0.261; 0.973;-0.672;
-0.771; 0.953;-0.578;
-0.771; 0.953;-0.578;
 0.193; 0.964;-0.814;
 0.193; 0.964;-0.814;
 0.225; 0.997; 0.000;
-0.396; 0.986;-0.324;
-0.396; 0.986;-0.324;
 0.318; 0.992; 0.212;
 0.000; 0.993;-0.368;
 0.000; 0.993;-0.368;
-0.312; 0.958;-0.859;
-0.833; 0.965; 0.000;
-0.833; 0.965; 0.000;
-0.356; 0.975; 0.605;
-0.356; 0.975; 0.605;
-0.366; 0.992; 0.109;
-0.072; 0.999; 0.000;
-0.072; 0.999; 0.000;
 0.414; 0.991; 0.034;
 0.409; 0.910;-0.269;
 0.409; 0.910;-0.269;
-0.118; 0.999;-0.039;
-0.861; 0.956; 0.344;
-0.861; 0.956; 0.344;
 0.560; 0.984;-0.070;
 0.716; 0.953;-0.640;
 0.716; 0.953;-0.640;
-0.193; 0.985; 0.503;
 0.000; 0.984;-0.561;
 0.000; 0.984;-0.561;
-0.732; 0.955; 0.585;
-0.732; 0.955; 0.585;
 0.070; 0.977;-0.665;
-0.039; 0.975;-0.704;
-0.039; 0.975;-0.704;
-0.073; 0.960;-0.885;
-0.185; 0.932;-0.148;
-0.185; 0.932;-0.148;
-0.552; 0.981;-0.257;
-0.552; 0.981;-0.257;
-0.516; 0.985;-0.137;
-0.356; 0.919; 0.213;
-0.356; 0.919; 0.213;
-0.160; 0.922; 0.440;
-0.556; 0.980; 0.296;
-0.556; 0.980; 0.296;
-0.489; 0.972;-0.564;
-0.323; 0.994;-0.071;
-0.323; 0.994;-0.071;
-0.591; 0.947;-0.834;
-0.038; 0.998; 0.154;
-0.038; 0.998; 0.154;
-0.650; 0.978; 0.072;
-0.650; 0.978; 0.072;
-0.927; 0.943; 0.519;
-0.155; 0.983;-0.543;
-0.155; 0.983;-0.543;
 0.261; 0.941;-0.046;
-0.937; 0.950;-0.326;
-0.937; 0.950;-0.326;
-0.468; 0.920; 0.171;
-0.132; 0.977;-0.662;
-0.132; 0.977;-0.662;
 0.072; 0.976;-0.686;
 0.276; 0.949;-0.967;
 0.276; 0.949;-0.967;
 0.070; 0.990;-0.423;
 0.070; 0.990;-0.423;
-0.064; 0.886;-0.064;
-0.747; 0.961; 0.462;
 0.574; 0.975;-0.405;
 0.574; 0.975;-0.405;
 0.000; 0.982; 0.591;
-0.628; 0.863;-0.522;
-0.628; 0.863;-0.522;
 0.037; 0.868; 0.613;
 0.037; 0.868; 0.613;
-0.584; 0.931; 0.012;
-0.400; 0.605; 0.401;
-0.400; 0.605; 0.401;
 0.278; 0.909; 0.313;
-0.080; 0.989; 0.444;
-0.080; 0.989; 0.444;
-0.789; 0.953;-0.549;
 0.821; 0.944;-0.657;
 0.821; 0.944;-0.657;
 0.607; 0.901; 0.261;
 0.607; 0.901; 0.261;
 0.201; 0.919;-0.250;
-0.049; 0.551; 0.137;
-0.049; 0.551; 0.137;
-0.207; 0.963;-0.830;
-0.634; 0.535; 0.529;
-0.634; 0.535; 0.529;
 0.343; 0.988;-0.343;
 0.567; 0.754; 0.128;
 0.567; 0.754; 0.128;
 0.261; 0.914;-0.276;
-0.566; 0.978; 0.314;
-0.566; 0.978; 0.314;
-0.035; 0.934;-0.139;
 0.418; 0.097; 0.130;
 0.418; 0.097; 0.130;
-0.861; 0.616; 0.016;
 0.000; 0.980;-0.619;
 0.000; 0.980;-0.619;
 0.304; 0.883;-0.789;
 0.565; 0.706;-0.197;
 0.565; 0.706;-0.197;
 0.502; 0.631;-0.985;
 0.018; 0.757; 0.841;
 0.018; 0.757; 0.841;
 0.369; 0.795;-0.474;
 0.075; 0.645;-0.411;
 0.075; 0.645;-0.411;
 0.831; 0.825;-0.333;
 0.831; 0.825;-0.333;
 0.196; 0.750;-0.332;
 0.180; 0.408; 0.166;
 0.180; 0.408; 0.166;
 0.351; 0.911;-0.278;
 0.558; 0.947;-0.862;

